title,description,tags,regions_allowed,is_family_frendly,yt_id,width,height,interaction_count,date_published,duration,channel,category
Peppa Pig Świnka Peppa po Polsku Zabawny Bieg Bajki Po Polsku,Oglądaj i nie zapomnij o subskrybcji,"świnka peppa wycinki,polska peppa,świnka peppa cały odcinek,peppa,pepper odcinki,peppa całe odcinki,świnka peppa,świnka rysunkowe odcinki,świnka peppa kompilacje,peppa świnka,bajka świnka peppa po polsku,polskie udźwiękowienie peppa,peppa pig polskie odcinki,peppa nowe odcinki,peppa po polsku,pepa,peppa polska,świnka peppa całe odcinki","AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW",1,JLNo8Ckdpqk,1280,720,2000372,2018-05-16,3605,UCppKzvf9-RJM_Bxj2J15FlQ,Film & Animation
Kajtus po polsku Kajtus i Nowe Buty Bajki dla dzieci Animacja kreskówka Caillou Polish,"Poznaj Kajtusia, kochanego 4latka o wielkiej wyobraźni","kajtus po polsku,kajtus,kaju po polsku,kajtuś po polsku nowe odcinki,rosie,caillou,kajtus bajki po polsku nowe odcinki,dinozaury,kołysanki,grandma,po,jason jeffrey,caillou po polsku,costume,leo,bajki dla dzieci,samolotem,mommy,figle migle,kajtek bajka po polsku,gilbert,kajtus robi pizze,bajki,sieciaki,kajtu,kajtuś youtube,kajtek,sarah,gry online,caillou polish,english,halloween,kajtus bajki po polsku,kajtuś po polsku,grandpa,miss martin,leci,kajtuś","AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW",1,tbBCHhhIsFs,1280,720,1309661,2019-04-19,2732,UCxJevXoPda724n4Vv2zIdSw,Film & Animation
Ucz się Kolorów i Numerów Ethan jedzie na Rollercoaster Bajki Edukacyjne dla Dzieci,"Ethan to mała ale bardzo aktywna wywrotka. Zawsze gotowy jest na nowe przygody i stara się uczyć najwięcej jak tylko może poprzez gry i zabawy. Podczas jego przygód Ethan uczy się kształtów, kolorów i numerów. Przyłącz się do Ethana i ciesz się super zabawą","bajki edukacyjne,ucz się z pojazdami,ethan wywrotka,nauka dla dzieci,ucz się z ethanem wywrotką,wywrotka,ucz się numerów,wczesna edukacja,edukacja,nauka kolorów,kokos,ethan,puszki,bajka o wywrotce,nauka z dino,ucz się z ethanem,naucz się liczyć,nauka numerów dla najmłodszych,nauka liczenia dla dzieci,numery,nauka dla najmłodszych,kolory,nauka numerów z pojazdami,ucz się liczyć od 1 do 10,ucz się kolorów","AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW",1,eSdawnGYZaM,1280,720,504135,2017-12-20,1574,UCrd0XM8KHwdB9z8ItRCOlQg,Film & Animation
Kajtus po polsku nowe odcinki Kajtus i Ciężarna Mama Nowy specjalny odcinek Kajtusia,"Poznaj Kajtusia, kochanego 4latka o wielkiej wyobraźni","kajtus po polsku,kajtus,kaju po polsku,kajtuś po polsku nowe odcinki,rosie,caillou,kajtus bajki po polsku nowe odcinki,dinozaury,kołysanki,grandma,po,jason jeffrey,caillou po polsku,costume,leo,bajki dla dzieci,samolotem,mommy,figle migle,kajtek bajka po polsku,gilbert,kajtus robi pizze,bajki,sieciaki,kajtu,kajtuś youtube,kajtek,sarah,gry online,caillou polish,english,halloween,kajtus bajki po polsku,kajtuś po polsku,grandpa,miss martin,leci,kajtuś","AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW",1,Qi48M370pHg,1280,720,1028282,2019-06-16,1516,UCxJevXoPda724n4Vv2zIdSw,Film & Animation
Troy lokomotywa i wypadek małego pociągu w Miasto Samochodów Samochody bajka o maszynach,"Ściągnij Car City World, genialną apkę dla fanów Car City Graj w gry, ucz się rozwiązując zadania, oglądaj odcinki Car City","patrol policyjny,bajki o samochodach,pociąg,miasto samochodów,pociągi,tom holownik,pojazdy,bajki o pojazdach,ekipa budowlańców,super ciężarówka carl,samochody w 3d,bajki o pociągach,lokomotywa troy,bajka o pociągu,bajki o pojazdach dla dzieci","AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW",1,msQhY2NhHr4,1280,720,1062056,2017-03-11,1368,UC8fFnCr4q_wYYpD4dXxyrtw,Film & Animation
Transport par camion et la voiture ballons de foot,Сette vidéo nous allons apprendre les couleurs Avec Le Transport Par Camion Et La Voiture Ballons de foot,"avec les vehicules de rue,avec les voitures,la voiture,avec la voiture et la balle,avec les véhicules,avec le camion,voiture et la balle","AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW",1,wzAiV9AKfqY,1280,720,47996356,2019-02-19,702,UCNm_Zkp9zt40IL-88tDPrdw,Film & Animation
Ekipa budowlańców Myjnia Miasto Samochodówdów Bajki samochodowe dla dzieci,"Ściągnij Car City World, genialną apkę dla fanów Car City Graj w gry, ucz się rozwiązując zadania, oglądaj odcinki Car City","bajki samochodowe,bajki o autach,pojazdy konstrukcyjne,pojazdy,lokomotywa troy,carl super ciężarówka,bajka o autach,wywrotka,pojazdy dla dzieci,auto,monster truck,bajka o pojazdach konstrukcyjnych,bajki dla dzieci,patrol policyjny,miasto samochodów,koparka,bajka o koparce,bajka o wywrotce,dźwig,bajki o pojazdach,tom holownik,pojazd,bajka o dźwigu,ekipa budowlańców,auta,bajki o pojazdach dla dzieci","AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW",1,YoFzOqrsXTg,1280,720,133966,2018-07-29,2675,UCVEQ_ZRZajjPYhvd7Rq5wag,Film & Animation
Johny Johny Yes Papa THE BEST Nursery Rhymes and Songs for Children LooLoo Kids,LooLoo Kids on SPOTIFY,"johny,songs for kids,nursery rhymes,songs for children,song,loo loo,kindergarten,compilation,looloo kids,little,johny johny yes papa,loolookids,yes papa,johny johny,cgi,johnny,3d,kindergarten songs,kids,johny johny yes papa looloo kids,animation,toddlers,papa,children,fullhd,looloo,babies,funny,sugar","AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW",1,Ztw7sua-JJ8,1280,720,141265061,2016-10-09,2794,UC4NALVCmcmL5ntpV0thoH6w,Music
Marta Mówi po Polsku  Kompilacja godzin specjalnych Pokazy dziecięce HD,Marta Mówi po Polsku  Kompilacja godzin specjalnych Pokazy dziecięce HD,"marta mówi po polsku,martha,marta mowi bajki po polsku,marta mówi po polsku marta szuka mamy,marta mowi polska wersja nowe odcinki 2016,marta mówi po polsku nowe odcinki 2015,marta mówi piosenka,marta mówi marta w komputerze,marta mówi,martha speaks,speaks,marta mowi polska wersja,marta mówi w schronisku,marta mówi marta na wystawie,marta mówi po polsku nowe odcinki,marta mowi ogorkowa,martha speaks full episodes,marta mowi,marta mówi po polsku odcinek 1","AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MK,ML,MM,MN,MO,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PS,PT,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW",1,xZZZkiZyYJ4,1280,720,1432458,2017-06-02,3961,UCEwkIA9LbuvO9S3baUuvWgA,Film & Animation
Ben and Hollys Little Kingdom Making Christmas Gifts Christmas Special Cartoons for Kids,Keep up with new Ben and Hollys Little Kingdom episodes Check out what are they up to this time...,"ben and hollys little kingdom full episodes,ben holly,ben and holly,princess holly,holly and ben,cartoons,cartoon for children,ben and holly little kingdom,ben holly little kingdom,ben,cartoons for kids,cartoon for kids,holly and bens little kingdom,little kingdom,benandholly,ben and holly full episodes,ben and hollys little kingdom,holly,princess holly and ben elf","AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW",1,0-HAAdvy738,1280,720,9231878,2018-12-14,3747,UC2UhuvjTIrR0Ck2KrkvRcuA,Film & Animation
Helikopter Hela wpadła do rzeki Patrol Policyjny w Mieście Samochodów  Bajki Dla Dzieci,"Ściągnij Car City World, genialną apkę dla fanów Car City Graj w gry, ucz się rozwiązując zadania, oglądaj odcinki Car City","dzień psiaków,bajki samochodowe,bajki o autach,pojazdy,psiak,lokomotywa troy,carl super ciężarówka,wóz strażacki,bajka o autach,radiowóz policyjny,filmy dla dzieci,pojazdy dla dzieci,auto,monster truck,bajki dla dzieci,patrol policyjny,miasto samochodów,bajki o pojazdach,helikopter,międzynarodowy dzień psiaków,tom holownik,wóz strażacki bajka,pojazd,bajka o radiowozie,auta,bajki o pojazdach dla dzieci","AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW",1,rw5Pjd2bOPc,1280,720,1245351,2018-03-22,1077,UC8fFnCr4q_wYYpD4dXxyrtw,Film & Animation
Shimmer and Shine Game On Nick Jr. UK,"Leah and Zac have been saving to get the big prize at the arcade. When the ticket machine malfunctions, Leah calls on her genies for some arcade assistance","tala,peppa,kaz,magic carpet,zac,nahal,nickelodeon,sing along,genies,cartoons,game,create,music,nickjr.co.uk,fun,zeta,leah,games,tickets,paw patrol,wishes,kids,nick jr,animation,zahramay falls,friends,playful,machine,wheel,shimmer,adventure,magic,play,shine","AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW",1,zlyNp-WUnnM,1280,720,7132872,2017-10-07,287,UCUe6ZpY6TJ0no8jI4l2iLxw,Film & Animation
